Price_Lakhs,Area_SqFt,BHK,Property_Type,Furnishing_Status,Locality,Locality_Tier,Seller_Type,Under_Construction,Amenities_Count,Source_Website
72.0,800.0,2.0,Apartment,Semi-Furnished,Memnagar,Tier 2,Owner,False,2,MagicBricks
72.0,897.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
72.0,1350.0,2.0,Apartment,Furnished,Sola,Tier 2,Owner,False,1,MagicBricks
72.0,1437.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
72.0,856.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,3,MagicBricks
71.8,1795.0,3.0,Apartment,Furnished,Bopal,Tier 1,Dealer,True,0,MagicBricks
71.0,1215.0,2.0,Apartment,Unfurnished,Vaishno Devi,Tier 2,Builder,False,0,99acres
71.0,1215.0,2.0,Apartment,Unfurnished,Vaishno Devi,Tier 2,Builder,False,0,99acres
71.0,1755.0,3.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,0,MagicBricks
71.0,1099.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,4,MagicBricks
70.4,930.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
70.4,1761.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,2,MagicBricks
70.4,1761.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,2,MagicBricks
70.4,930.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
70.0,1500.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Unknown,False,2,99acres
70.0,1710.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Unknown,False,1,99acres
70.0,1500.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Unknown,False,2,99acres
70.0,864.0,3.0,Apartment,Semi-Furnished,Ghodasar,Tier 2,Owner,False,0,MagicBricks
70.0,1250.0,3.0,Apartment,Unfurnished,Shela,Tier 2,Unknown,False,0,99acres
70.0,1710.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Unknown,False,1,99acres
70.0,1510.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
70.0,1510.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
70.0,1180.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
70.0,870.0,3.0,Apartment,Furnished,Chanakyapuri,Tier 3,Owner,False,0,MagicBricks
70.0,1440.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,2,MagicBricks
70.0,1161.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
70.0,532.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,1,MagicBricks
70.0,1215.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
70.0,1355.0,2.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,1,MagicBricks
70.0,1145.0,2.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,0,MagicBricks
70.0,1250.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,3,MagicBricks
70.0,1180.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
70.0,1125.0,2.0,Apartment,Unfurnished,Gota,Tier 2,Unknown,False,1,99acres
70.0,1300.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,2,MagicBricks
70.0,1435.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,2,MagicBricks
70.0,900.0,2.0,Apartment,Semi-Furnished,Satellite,Tier 1,Owner,False,0,MagicBricks
70.0,1341.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
70.0,1250.0,3.0,Apartment,Unfurnished,Shela,Tier 2,Dealer,False,0,99acres
70.0,1250.0,3.0,Apartment,Unfurnished,Shela,Tier 2,Unknown,False,0,99acres
70.0,1500.0,3.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,2,MagicBricks
70.0,870.0,3.0,Apartment,Furnished,Chanakyapuri,Tier 3,Owner,False,0,MagicBricks
70.0,1170.0,2.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,1,MagicBricks
70.0,1305.0,2.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,0,MagicBricks
70.0,1360.0,2.0,Apartment,Furnished,Bavla,Tier 2,Owner,True,2,MagicBricks
70.0,1500.0,3.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,2,MagicBricks
70.0,1500.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Owner,False,2,99acres
70.0,1053.0,2.0,Apartment,Furnished,Unknown,Tier 3,Owner,False,0,MagicBricks
70.0,1000.0,3.0,Apartment,Furnished,Manipur,Tier 3,Owner,False,0,MagicBricks
70.0,737.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,2,MagicBricks
70.0,900.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,2,MagicBricks
70.0,800.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
70.0,1710.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Owner,False,1,99acres
70.0,713.0,3.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,0,MagicBricks
70.0,1440.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,2,MagicBricks
70.0,1170.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,2,MagicBricks
70.0,910.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,3,MagicBricks
70.0,1600.0,4.0,Apartment,Semi-Furnished,Nikol,Tier 2,Owner,False,0,MagicBricks
70.0,885.0,3.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,2,MagicBricks
70.0,844.0,3.0,Apartment,Furnished,Ranip,Tier 2,Owner,False,3,MagicBricks
70.0,1512.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,1,MagicBricks
70.0,1355.0,2.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,1,MagicBricks
70.0,1170.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
70.0,1125.0,2.0,Apartment,Unfurnished,Gota,Tier 2,Dealer,False,1,99acres
70.0,1100.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
70.0,600.0,2.0,Apartment,Semi-Furnished,Amraiwadi,Tier 2,Owner,False,0,MagicBricks
70.0,1435.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,2,MagicBricks
70.0,1150.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,2,MagicBricks
70.0,713.0,3.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,0,MagicBricks
70.0,1625.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,0,MagicBricks
70.0,1179.0,2.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,0,MagicBricks
70.0,710.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,0,MagicBricks
69.8,1036.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,3,MagicBricks
69.5,960.0,2.0,Apartment,Furnished,Makarba,Tier 2,Owner,False,0,MagicBricks
69.5,1505.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
69.5,960.0,2.0,Apartment,Furnished,Makarba,Tier 2,Owner,False,0,MagicBricks
69.0,1350.0,3.0,Apartment,Semi-Furnished,Prahlad Nagar,Tier 1,Owner,False,2,MagicBricks
69.0,1350.0,3.0,Apartment,Semi-Furnished,Prahlad Nagar,Tier 1,Owner,False,2,MagicBricks
69.0,1476.0,4.0,Apartment,Semi-Furnished,Thaltej,Tier 1,Owner,False,0,MagicBricks
69.0,763.0,2.0,Apartment,Furnished,Bhadaj,Tier 3,Owner,True,3,MagicBricks
69.0,1350.0,3.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,False,0,MagicBricks
69.0,1550.0,3.0,Apartment,Furnished,Navrangpura,Tier 1,Owner,False,0,MagicBricks
69.0,756.0,3.0,Apartment,Semi-Furnished,Vasna,Tier 2,Owner,False,1,MagicBricks
69.0,1200.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,0,MagicBricks
68.6,820.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,3,MagicBricks
68.6,820.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,3,MagicBricks
68.0,1125.0,2.0,Apartment,Semi-Furnished,Satellite,Tier 1,Owner,False,1,MagicBricks
68.0,976.0,2.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,3,MagicBricks
68.0,868.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,0,MagicBricks
68.0,1262.0,2.0,Apartment,Unfurnished,Jagatpur,Tier 2,Unknown,False,2,99acres
68.0,1026.0,2.0,Apartment,Semi-Furnished,Gurukul,Tier 2,Owner,False,0,MagicBricks
68.0,1795.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,0,MagicBricks
68.0,1260.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,MagicBricks
68.0,1200.0,2.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,0,MagicBricks
68.0,1575.0,3.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,1,MagicBricks
68.0,1125.0,2.0,Apartment,Semi-Furnished,Satellite,Tier 1,Owner,False,1,MagicBricks
68.0,1262.0,2.0,Apartment,Unfurnished,Jagatpur,Tier 2,Unknown,False,2,99acres
68.0,1026.0,2.0,Apartment,Semi-Furnished,Gurukul,Tier 2,Owner,False,0,MagicBricks
68.0,1467.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,1,MagicBricks
68.0,1050.0,3.0,Apartment,Semi-Furnished,Naroda,Tier 3,Owner,False,3,MagicBricks
68.0,1503.0,2.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,2,MagicBricks
68.0,1262.0,2.0,Apartment,Unfurnished,Jagatpur,Tier 2,Owner,False,2,99acres
68.0,868.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,0,MagicBricks
68.0,595.0,2.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,3,MagicBricks
68.0,1467.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,1,MagicBricks
68.0,1050.0,3.0,Apartment,Semi-Furnished,Naroda,Tier 3,Owner,False,3,MagicBricks
68.0,750.0,2.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,2,MagicBricks
68.0,1600.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
68.0,1615.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
68.0,1118.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
68.0,1008.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,4,MagicBricks
68.0,1300.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
68.0,702.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,MagicBricks
68.0,702.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,MagicBricks
68.0,1350.0,3.0,Apartment,Semi-Furnished,Paldi,Tier 1,Owner,False,2,MagicBricks
67.5,1935.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
67.0,815.0,3.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,1,MagicBricks
67.0,815.0,3.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,1,MagicBricks
67.0,1710.0,3.0,Apartment,Furnished,Bhat,Tier 3,Owner,False,1,MagicBricks
67.0,1167.0,2.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,0,MagicBricks
67.0,1260.0,2.0,Apartment,Semi-Furnished,Prahlad Nagar,Tier 1,Owner,False,1,MagicBricks
67.0,1167.0,2.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,0,MagicBricks
67.0,1314.0,2.0,Apartment,Furnished,Tragad,Tier 2,Unknown,False,2,99acres
67.0,1370.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
67.0,1125.0,2.0,Apartment,Furnished,Bhat,Tier 3,Owner,False,0,MagicBricks
67.0,711.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,2,MagicBricks
67.0,1370.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
67.0,1520.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,1,MagicBricks
67.0,1260.0,2.0,Apartment,Semi-Furnished,Prahlad Nagar,Tier 1,Owner,False,1,MagicBricks
67.0,945.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,3,MagicBricks
67.0,1314.0,2.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,2,99acres
67.0,1314.0,2.0,Apartment,Furnished,Tragad,Tier 2,Unknown,False,2,99acres
67.0,1170.0,2.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,1,MagicBricks
67.0,1370.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
67.0,711.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,2,MagicBricks
67.0,1584.0,3.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,2,MagicBricks
67.0,1370.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
67.0,449.0,2.0,Apartment,Furnished,Sola,Tier 2,Owner,False,3,MagicBricks
67.0,1680.0,3.0,Apartment,Semi-Furnished,Nikol,Tier 2,Owner,False,2,MagicBricks
67.0,1680.0,3.0,Apartment,Semi-Furnished,Nikol,Tier 2,Owner,False,2,MagicBricks
67.0,1260.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
67.0,1125.0,2.0,Apartment,Furnished,Bhat,Tier 3,Owner,False,0,MagicBricks
66.5,1215.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
66.35,2133.0,3.0,Apartment,Unfurnished,S P Ring Road,Tier 2,Unknown,False,0,99acres
66.35,2133.0,3.0,Apartment,Unfurnished,S P Ring Road,Tier 2,Dealer,False,0,99acres
66.35,2133.0,3.0,Apartment,Unfurnished,S P Ring Road,Tier 2,Unknown,False,0,99acres
66.0,724.0,2.0,Apartment,Furnished,Gurukul,Tier 2,Owner,False,1,MagicBricks
66.0,1557.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,0,MagicBricks
66.0,890.0,3.0,Apartment,Unfurnished,Naroda,Tier 3,Owner,False,0,99acres
66.0,890.0,3.0,Apartment,Unfurnished,Naroda,Tier 3,Unknown,False,0,99acres
66.0,1557.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,0,MagicBricks
66.0,724.0,2.0,Apartment,Furnished,Gurukul,Tier 2,Owner,False,1,MagicBricks
66.0,890.0,3.0,Apartment,Unfurnished,Naroda,Tier 3,Unknown,False,0,99acres
66.0,960.0,3.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,2,MagicBricks
66.0,1280.0,2.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,0,MagicBricks
66.0,1440.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
66.0,800.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,2,MagicBricks
66.0,1557.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,0,MagicBricks
65.5,914.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,0,MagicBricks
65.0,800.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
65.0,675.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,True,1,MagicBricks
65.0,1710.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,MagicBricks
65.0,680.0,2.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,0,MagicBricks
65.0,808.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,True,3,MagicBricks
65.0,1125.0,2.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,0,MagicBricks
65.0,1890.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
65.0,707.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,0,MagicBricks
65.0,861.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,2,MagicBricks
65.0,1200.0,2.0,Apartment,Unfurnished,Vejalpur,Tier 2,Owner,False,1,MagicBricks
65.0,1080.0,2.0,Apartment,Unfurnished,Maninagar,Tier 2,Unknown,False,6,99acres
65.0,1265.0,2.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,1,MagicBricks
65.0,1080.0,2.0,Apartment,Unfurnished,Maninagar,Tier 2,Unknown,False,6,99acres
65.0,1080.0,2.0,Apartment,Unfurnished,Maninagar,Tier 2,Owner,False,6,99acres
65.0,1100.0,3.0,Apartment,Furnished,Motera,Tier 2,Owner,False,2,MagicBricks
65.0,1305.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,2,MagicBricks
65.0,1100.0,2.0,Apartment,Furnished,Memnagar,Tier 2,Owner,False,1,MagicBricks
65.0,1230.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
65.0,1000.0,1.0,Apartment,Semi-Furnished,Unknown,Tier 3,Owner,False,0,MagicBricks
65.0,1305.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,2,MagicBricks
65.0,1265.0,2.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,1,MagicBricks
65.0,1325.0,2.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
65.0,750.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,1,MagicBricks
65.0,1725.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,3,MagicBricks
65.0,910.0,3.0,Apartment,Semi-Furnished,Ambawadi,Tier 1,Owner,False,3,MagicBricks
65.0,1359.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
65.0,864.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
65.0,750.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,1,MagicBricks
65.0,1255.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,1,MagicBricks
65.0,1340.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,1,MagicBricks
65.0,1260.0,2.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,0,MagicBricks
65.0,1600.0,4.0,Apartment,Semi-Furnished,Ghodasar,Tier 2,Owner,False,0,MagicBricks
65.0,861.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,2,MagicBricks
65.0,1185.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
65.0,1350.0,3.0,Apartment,Furnished,Bapunagar,Tier 2,Owner,False,2,MagicBricks
65.0,665.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Dealer,False,0,MagicBricks
65.0,1305.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,0,MagicBricks
65.0,1071.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
65.0,1305.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,0,MagicBricks
65.0,1033.0,2.0,Apartment,Unfurnished,Paldi,Tier 1,Unknown,False,3,99acres
65.0,1033.0,2.0,Apartment,Unfurnished,Paldi,Tier 1,Owner,False,3,99acres
65.0,1505.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,1,MagicBricks
65.0,850.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,3,MagicBricks
65.0,675.0,2.0,Apartment,Semi-Furnished,Vasna,Tier 2,Owner,False,1,MagicBricks
65.0,950.0,2.0,Apartment,Furnished,Sabarmati,Tier 2,Owner,False,1,MagicBricks
65.0,1220.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
65.0,1200.0,2.0,Apartment,Furnished,Navrangpura,Tier 1,Owner,False,2,MagicBricks
65.0,650.0,2.0,Apartment,Furnished,Ghodasar,Tier 2,Owner,False,3,MagicBricks
65.0,1200.0,2.0,Apartment,Unfurnished,Vejalpur,Tier 2,Owner,False,1,MagicBricks
65.0,1350.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
65.0,800.0,4.0,Apartment,Furnished,Ghodasar,Tier 2,Owner,False,0,MagicBricks
65.0,674.0,2.0,Apartment,Furnished,Sughad,Tier 3,Owner,False,1,MagicBricks
65.0,1710.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,MagicBricks
65.0,1505.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,1,MagicBricks
65.0,938.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,4,MagicBricks
65.0,2002.0,9.0,Independent House,Unfurnished,Khadia,Tier 3,Owner,False,1,99acres
65.0,958.0,2.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,1,MagicBricks
65.0,894.0,2.0,Apartment,Furnished,Amraiwadi,Tier 2,Owner,False,2,MagicBricks
65.0,2002.0,9.0,Independent House,Unfurnished,Khadia,Tier 3,Unknown,False,1,99acres
65.0,1215.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
65.0,1495.0,3.0,Apartment,Unfurnished,Vastral,Tier 2,Dealer,False,0,99acres
65.0,1325.0,2.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
65.0,1495.0,3.0,Apartment,Unfurnished,Vastral,Tier 2,Dealer,False,0,99acres
65.0,1300.0,2.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
65.0,700.0,2.0,Apartment,Unfurnished,Shela,Tier 2,Owner,True,0,MagicBricks
65.0,800.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
65.0,2002.0,9.0,Independent House,Unfurnished,Khadia,Tier 3,Unknown,False,1,99acres
65.0,1050.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,0,MagicBricks
65.0,958.0,2.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,1,MagicBricks
65.0,972.0,2.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,0,MagicBricks
65.0,700.0,2.0,Apartment,Unfurnished,Shela,Tier 2,Owner,True,0,MagicBricks
65.0,728.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
65.0,1536.0,3.0,Apartment,Furnished,Hathijan,Tier 3,Owner,False,0,MagicBricks
65.0,1495.0,3.0,Apartment,Unfurnished,Vastral,Tier 2,Unknown,False,0,99acres
65.0,1550.0,3.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,0,MagicBricks
65.0,728.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
65.0,1557.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,0,MagicBricks
65.0,1812.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,False,2,MagicBricks
65.0,720.0,2.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,2,MagicBricks
65.0,1033.0,2.0,Apartment,Unfurnished,Paldi,Tier 1,Unknown,False,3,99acres
65.0,1300.0,2.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
65.0,1270.0,3.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,2,MagicBricks
65.0,675.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,True,1,MagicBricks
64.89,1080.0,2.0,Apartment,Unfurnished,Vasna,Tier 2,Owner,False,2,99acres
64.89,1080.0,2.0,Apartment,Unfurnished,Vasna,Tier 2,Unknown,False,2,99acres
64.89,1080.0,2.0,Apartment,Unfurnished,Vasna,Tier 2,Unknown,False,2,99acres
64.6,915.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,1,MagicBricks
64.6,915.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,1,MagicBricks
64.0,1242.0,2.0,Apartment,Semi-Furnished,New CG Road,Tier 1,Owner,False,3,MagicBricks
64.0,1001.0,3.0,Apartment,Semi-Furnished,Kathwada,Tier 3,Owner,False,2,MagicBricks
64.0,1305.0,2.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,2,MagicBricks
64.0,1260.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
64.0,1836.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
64.0,1260.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
64.0,1242.0,2.0,Apartment,Semi-Furnished,New CG Road,Tier 1,Owner,False,3,MagicBricks
64.0,750.0,2.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,1,MagicBricks
63.5,1133.0,2.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,0,MagicBricks
63.0,750.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,3,MagicBricks
63.0,1270.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
63.0,1125.0,2.0,Apartment,Unfurnished,Gota,Tier 2,Unknown,False,1,99acres
63.0,1529.0,3.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,3,MagicBricks
63.0,1485.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
63.0,1485.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
63.0,760.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,3,MagicBricks
63.0,1529.0,3.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,3,MagicBricks
63.0,1775.0,3.0,Apartment,Furnished,Narol,Tier 2,Owner,False,0,MagicBricks
63.0,1048.0,2.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,False,1,MagicBricks
63.0,760.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,3,MagicBricks
63.0,1270.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
63.0,1125.0,2.0,Apartment,Unfurnished,Gota,Tier 2,Dealer,False,1,99acres
63.0,750.0,2.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,2,MagicBricks
63.0,1775.0,3.0,Apartment,Furnished,Narol,Tier 2,Owner,False,0,MagicBricks
62.8,885.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,3,MagicBricks
62.6,1150.0,2.0,Apartment,Furnished,Memnagar,Tier 2,Owner,False,0,MagicBricks
62.5,741.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,True,2,99acres
62.5,741.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,True,2,99acres
62.5,741.0,1.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,True,0,99acres
62.5,741.0,1.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,True,0,99acres
