Price_Lakhs,Area_SqFt,BHK,Property_Type,Furnishing_Status,Locality,Locality_Tier,Seller_Type,Under_Construction,Source_Website
225.0,1575.0,4.0,Independent House,Semi-Furnished,Ghatlodia,Tier 2,Unknown,False,99acres
68.0,1485.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
160.0,1550.0,3.0,Apartment,Furnished,Navrangpura,Tier 1,Owner,False,MagicBricks
75.0,564.0,1.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,MagicBricks
45.6,395.0,2.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
80.0,877.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
80.0,1700.0,3.0,Apartment,Furnished,Motera,Tier 2,Owner,False,MagicBricks
79.0,1890.0,3.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
225.0,1700.0,4.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
175.0,3960.0,4.0,Apartment,Furnished,Usmanpura,Tier 3,Owner,False,MagicBricks
62.0,2100.0,3.0,Apartment,Furnished,Gokuldham,Tier 2,Owner,False,MagicBricks
65.0,1260.0,2.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
200.0,2838.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
100.0,1449.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
22.0,700.0,1.0,Apartment,Semi-Furnished,Ashram road,Tier 2,Owner,False,MagicBricks
400.0,2500.0,4.0,Apartment,Furnished,Motera,Tier 2,Owner,False,MagicBricks
120.0,2610.0,4.0,Independent House,Furnished,Vatva,Tier 2,Owner,False,99acres
40.0,585.0,2.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
95.0,1539.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,MagicBricks
45.0,799.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
50.3,639.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,True,MagicBricks
190.0,2600.0,3.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,False,MagicBricks
27.5,459.0,1.0,Apartment,Furnished,Isanpur,Tier 2,Owner,False,MagicBricks
255.0,2342.0,4.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,MagicBricks
95.0,1800.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,MagicBricks
19.0,630.0,1.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
82.0,1377.0,2.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,MagicBricks
75.0,860.0,3.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Dealer,False,MagicBricks
251.0,2047.0,4.0,Apartment,Semi-Furnished,Gurukul,Tier 2,Owner,False,MagicBricks
135.0,1422.0,4.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
87.0,690.0,2.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,MagicBricks
135.0,265.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
70.0,710.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
95.0,1008.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,True,99acres
48.5,625.0,2.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
185.0,2838.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
77.0,614.0,2.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
140.0,1575.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
120.0,1386.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,MagicBricks
56.0,709.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
125.0,1900.0,3.0,Apartment,Furnished,Ghodasar,Tier 2,Owner,False,MagicBricks
63.5,860.0,2.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
280.0,1500.0,5.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
135.0,2000.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
195.0,2070.0,3.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,False,MagicBricks
59.51,1458.0,2.0,Apartment,Unfurnished,Vastral,Tier 2,Owner,True,99acres
45.9,1435.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
87.0,1195.0,2.0,Apartment,Furnished,Science City,Tier 2,Owner,False,MagicBricks
72.0,1133.0,3.0,Apartment,Furnished,Nirnay Nagar,Tier 3,Owner,False,MagicBricks
55.0,661.0,2.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,MagicBricks
120.0,984.0,3.0,Apartment,Semi-Furnished,Satellite,Tier 1,Owner,False,MagicBricks
90.0,1750.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
78.0,1004.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
72.0,729.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
33.0,1075.0,2.0,Apartment,Semi-Furnished,Vatva,Tier 2,Owner,False,MagicBricks
86.0,1188.0,2.0,Apartment,Semi-Furnished,Memnagar,Tier 2,Owner,False,MagicBricks
163.0,1826.0,4.0,Apartment,Furnished,Shilaj,Tier 2,Owner,True,MagicBricks
75.5,950.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
17.0,648.0,1.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
55.5,1210.0,2.0,Apartment,Semi-Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
87.0,1765.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,True,MagicBricks
75.0,1570.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
50.0,972.0,2.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
70.4,930.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
18.0,658.0,1.0,Apartment,Furnished,Changodar,Tier 2,Owner,False,MagicBricks
70.0,1080.0,2.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
41.9,650.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
45.0,714.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
110.0,1152.0,3.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,MagicBricks
90.0,1980.0,3.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
215.0,2638.0,5.0,Apartment,Furnished,Odhav,Tier 2,Owner,False,MagicBricks
34.0,800.0,2.0,Apartment,Furnished,Saraspur,Tier 2,Owner,False,MagicBricks
105.0,1750.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,True,MagicBricks
300.0,2310.0,4.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,False,MagicBricks
68.0,1026.0,2.0,Apartment,Semi-Furnished,Gurukul,Tier 2,Owner,False,MagicBricks
300.0,4550.0,4.0,Apartment,Furnished,Hansol,Tier 3,Owner,False,MagicBricks
14.5,592.0,1.0,Apartment,Semi-Furnished,Hathijan,Tier 3,Owner,False,MagicBricks
70.0,1210.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
75.0,1422.0,2.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
82.0,1500.0,3.0,Apartment,Semi-Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
55.0,756.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
60.0,1395.0,2.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
83.0,780.0,3.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
60.5,875.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
120.0,984.0,3.0,Apartment,Semi-Furnished,Satellite,Tier 1,Owner,False,MagicBricks
307.0,2772.0,5.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
58.0,950.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
25.0,228.0,2.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
160.0,1449.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
63.0,1355.0,2.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
50.0,1170.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Dealer,False,MagicBricks
50.0,850.0,2.0,Apartment,Furnished,Gurukul,Tier 2,Owner,False,MagicBricks
72.0,729.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
180.0,2800.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
115.0,1905.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
75.0,1262.0,2.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
65.0,1265.0,2.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
78.0,1150.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,True,MagicBricks
59.51,1458.0,2.0,Apartment,Unfurnished,Vastral,Tier 2,Unknown,True,99acres
118.0,1118.0,3.0,Apartment,Furnished,Tragad,Tier 2,Dealer,True,MagicBricks
110.0,1100.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
32.5,590.0,1.0,Apartment,Semi-Furnished,Sabarmati,Tier 2,Owner,False,MagicBricks
78.0,1530.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Unknown,False,99acres
43.0,1084.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
25.0,550.0,1.0,Apartment,Semi-Furnished,Nikol,Tier 2,Owner,False,MagicBricks
275.0,5350.0,4.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
82.0,1695.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
72.0,1050.0,2.0,Apartment,Semi-Furnished,Prahlad Nagar,Tier 1,Owner,False,MagicBricks
125.0,1224.0,3.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
110.0,854.0,2.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
60.0,1670.0,3.0,Apartment,Furnished,Lambha,Tier 3,Owner,False,MagicBricks
72.0,900.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
50.0,1080.0,2.0,Apartment,Furnished,Ranip,Tier 2,Owner,False,MagicBricks
125.0,1102.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
40.0,552.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
100.0,1750.0,3.0,Apartment,Semi-Furnished,Ambli,Tier 3,Owner,False,MagicBricks
100.0,800.0,5.0,Independent House,Unfurnished,Meghani Nagar,Tier 3,Unknown,False,99acres
48.0,977.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
70.0,885.0,3.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
58.0,741.0,2.0,Apartment,Unfurnished,S P Ring Road,Tier 2,Unknown,False,99acres
75.0,1052.0,3.0,Apartment,Furnished,Bhadaj,Tier 3,Owner,False,MagicBricks
265.0,2750.0,4.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
120.0,1134.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
50.0,650.0,2.0,Apartment,Semi-Furnished,Odhav,Tier 2,Owner,False,MagicBricks
368.0,2250.0,4.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,True,MagicBricks
72.0,546.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
68.0,868.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
95.0,1008.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,True,99acres
84.0,1730.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
90.0,980.0,2.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
20.0,765.0,1.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
80.0,1683.0,3.0,Apartment,Furnished,Ognaj,Tier 3,Owner,False,MagicBricks
55.0,850.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
351.0,3514.0,5.0,Apartment,Furnished,Bopal,Tier 1,Dealer,True,MagicBricks
42.0,600.0,2.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
65.0,1325.0,2.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
60.5,875.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
40.0,801.0,3.0,Apartment,Furnished,Vatva,Tier 2,Owner,False,MagicBricks
59.0,1435.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
135.0,1225.0,3.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,False,MagicBricks
85.0,1200.0,3.0,Apartment,Semi-Furnished,Saijpur Bogha,Tier 3,Owner,False,MagicBricks
50.0,905.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
167.0,1534.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,True,MagicBricks
18.0,4345.0,1.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
45.9,1435.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
155.0,3300.0,4.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
228.0,1651.0,3.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,True,MagicBricks
150.0,1000.0,2.0,Apartment,Furnished,Jivrajpark,Tier 2,Owner,False,MagicBricks
150.0,2100.0,3.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,MagicBricks
45.0,1260.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
85.0,1057.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
120.0,1071.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
55.0,725.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
40.0,585.0,2.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
325.0,2338.0,4.0,Apartment,Furnished,Ambawadi,Tier 1,Owner,False,MagicBricks
132.0,2800.0,4.0,Apartment,Furnished,Odhav,Tier 2,Owner,False,MagicBricks
84.0,885.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
65.0,1100.0,3.0,Apartment,Furnished,Motera,Tier 2,Owner,False,MagicBricks
140.0,3400.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
41.0,1080.0,2.0,Apartment,Unfurnished,Vastral,Tier 2,Owner,False,99acres
99.5,1730.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
17.0,441.0,2.0,Apartment,Furnished,Vatva,Tier 2,Owner,False,MagicBricks
100.0,800.0,5.0,Independent House,Unfurnished,Meghani Nagar,Tier 3,Unknown,False,99acres
52.0,633.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
25.0,228.0,2.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
30.0,945.0,2.0,Apartment,Furnished,Vinzol,Tier 3,Owner,False,MagicBricks
73.0,1200.0,3.0,Apartment,Semi-Furnished,Jodhpur,Tier 2,Owner,False,MagicBricks
55.0,1150.0,2.0,Apartment,Unfurnished,Shela,Tier 2,Dealer,True,99acres
54.0,850.0,2.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
122.0,1710.0,3.0,Apartment,Furnished,Memnagar,Tier 2,Owner,False,MagicBricks
92.0,980.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
118.0,1612.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,MagicBricks
57.0,825.0,2.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
72.0,860.0,3.0,Apartment,Semi-Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
150.0,1530.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
300.0,2750.0,3.0,Apartment,Unfurnished,Shahibaug,Tier 2,Unknown,False,99acres
40.0,819.0,2.0,Apartment,Semi-Furnished,Isanpur,Tier 2,Owner,False,MagicBricks
100.0,1260.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
33.0,1075.0,2.0,Apartment,Semi-Furnished,Vatva,Tier 2,Owner,False,MagicBricks
58.0,945.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
274.0,2500.0,4.0,Apartment,Furnished,Shilaj,Tier 2,Owner,True,MagicBricks
115.0,1789.0,4.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,MagicBricks
195.0,2367.0,3.0,Independent House,Semi-Furnished,Sanathal,Tier 3,Unknown,False,99acres
424.0,4418.0,4.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,False,MagicBricks
99.0,1440.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
65.0,1215.0,2.0,Apartment,Furnished,Ranip,Tier 2,Owner,False,MagicBricks
48.0,977.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
100.0,1755.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
162.0,1411.0,3.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,True,MagicBricks
255.0,2275.0,4.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
265.0,235.0,2.0,Apartment,Semi-Furnished,Naranpura,Tier 2,Owner,False,MagicBricks
165.0,1287.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
156.0,1525.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,True,MagicBricks
75.0,900.0,2.0,Apartment,Furnished,Ghodasar,Tier 2,Owner,False,MagicBricks
85.0,2500.0,3.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,MagicBricks
62.0,1080.0,2.0,Apartment,Semi-Furnished,Satellite,Tier 1,Owner,False,MagicBricks
86.0,1600.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
26.5,485.0,1.0,Apartment,Semi-Furnished,Nikol,Tier 2,Owner,False,MagicBricks
70.0,1145.0,2.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
60.0,1530.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
70.0,535.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
58.0,611.0,2.0,Apartment,Furnished,Shyamal,Tier 2,Owner,False,MagicBricks
56.0,665.0,2.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
42.0,1062.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
58.0,741.0,2.0,Apartment,Unfurnished,S P Ring Road,Tier 2,Unknown,False,99acres
195.0,1680.0,3.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,MagicBricks
167.0,1534.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,True,MagicBricks
65.0,938.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
75.0,1650.0,3.0,Apartment,Semi-Furnished,Tragad,Tier 2,Owner,False,MagicBricks
107.0,2395.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,True,MagicBricks
50.0,1085.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
55.0,1250.0,3.0,Apartment,Semi-Furnished,Naranpura,Tier 2,Owner,False,MagicBricks
78.0,1850.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
300.0,350.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
21.0,448.0,1.0,Apartment,Furnished,Behrampura,Tier 3,Owner,False,MagicBricks
114.0,1708.0,4.0,Apartment,Furnished,Odhav,Tier 2,Owner,False,MagicBricks
70.0,1440.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
325.0,1620.0,4.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
55.0,623.0,2.0,Apartment,Semi-Furnished,Vasna,Tier 2,Owner,False,MagicBricks
35.0,850.0,2.0,Apartment,Furnished,Vatva,Tier 2,Owner,False,MagicBricks
66.5,1300.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
80.0,980.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
294.0,4608.0,4.0,Apartment,Furnished,Science City,Tier 2,Dealer,True,MagicBricks
30.0,356.0,1.0,Apartment,Furnished,Ranip,Tier 2,Owner,False,MagicBricks
95.0,1100.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
40.0,900.0,2.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
67.0,1200.0,3.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
95.0,1044.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
82.0,1755.0,3.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,MagicBricks
140.0,2800.0,4.0,Apartment,Furnished,Odhav,Tier 2,Owner,False,MagicBricks
115.0,1288.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,MagicBricks
400.0,3538.0,5.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
47.0,900.0,2.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
48.0,670.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
210.0,4850.0,4.0,Apartment,Semi-Furnished,Hansol,Tier 3,Owner,False,MagicBricks
170.0,1385.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,MagicBricks
35.0,1008.0,2.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
126.0,2034.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,MagicBricks
364.0,5400.0,4.0,Apartment,Furnished,Bhadaj,Tier 3,Owner,True,MagicBricks
120.0,2610.0,4.0,Independent House,Furnished,Vatva,Tier 2,Unknown,False,99acres
98.0,1260.0,3.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
60.0,1017.0,2.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,99acres
250.0,550.0,3.0,Apartment,Furnished,Gurukul,Tier 2,Owner,False,MagicBricks
58.0,1530.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
85.0,1960.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
195.0,1500.0,4.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
147.0,3890.0,4.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,True,MagicBricks
89.0,913.0,2.0,Apartment,Semi-Furnished,Science City,Tier 2,Owner,False,MagicBricks
57.0,650.0,2.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
195.0,3425.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
275.0,2300.0,5.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
38.0,540.0,4.0,Apartment,Furnished,Juhapura,Tier 2,Owner,False,MagicBricks
87.0,1510.0,3.0,Apartment,Unfurnished,Jagatpur,Tier 2,Unknown,False,99acres
105.0,963.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
96.2,1232.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
90.0,1200.0,3.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,MagicBricks
270.0,1690.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
63.0,1775.0,3.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
65.0,1050.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
95.0,2034.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Unknown,False,99acres
45.9,1435.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
45.0,800.0,2.0,Apartment,Semi-Furnished,Sanand,Tier 2,Owner,False,MagicBricks
56.0,900.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
40.0,792.0,2.0,Apartment,Furnished,Sughad,Tier 3,Owner,False,MagicBricks
30.0,413.0,1.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
82.0,1695.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
42.0,1080.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
30.0,1400.0,5.0,Apartment,Furnished,Saraspur,Tier 2,Owner,False,MagicBricks
75.0,1500.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
70.0,1400.0,4.0,Apartment,Furnished,Sanand,Tier 2,Owner,False,MagicBricks
58.5,1500.0,2.0,Apartment,Semi-Furnished,Naroda,Tier 3,Owner,False,MagicBricks
50.0,800.0,2.0,Apartment,Furnished,Ambawadi,Tier 1,Owner,False,MagicBricks
38.0,840.0,2.0,Apartment,Semi-Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
99.5,1000.0,3.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
38.0,630.0,1.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
194.0,1388.0,3.0,Apartment,Furnished,Ambawadi,Tier 1,Owner,True,MagicBricks
23.0,792.0,1.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
17.0,775.0,1.0,Apartment,Semi-Furnished,Vatva,Tier 2,Owner,False,MagicBricks
73.0,1200.0,3.0,Apartment,Semi-Furnished,Jodhpur,Tier 2,Owner,False,MagicBricks
182.0,3636.0,4.0,Apartment,Furnished,Koteshwar,Tier 3,Unknown,True,MagicBricks
66.0,1557.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
65.0,1220.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
225.0,1575.0,4.0,Independent House,Semi-Furnished,Ghatlodia,Tier 2,Unknown,False,99acres
67.0,913.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
100.0,1020.0,3.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
43.0,990.0,2.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
200.0,2900.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
21.0,650.0,2.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
